dt,sku_id,warehouse_id,begin_on_hand_qty,begin_locked_qty,begin_available_qty,end_on_hand_qty,end_locked_qty,end_available_qty,defect_qty,in_transit_qty,max_onhand_qty,min_onhand_qty,avg_on_hand_qty,avg_available_qty,inventory_cost_amt,turnover_days,stock_age_days,etl_time
2026-07-05,1002,1,10892,1097,9795,10892,1097,9795,0,45,11478,10699,10892,9795,800880.1700,78,51,"2026-09-04 12:34:54"
2026-07-05,1002,2,7007,704,6303,7007,704,6303,4,33,7513,6756,7007,6303,561964.3800,47,101,"2026-09-04 12:34:54"
2026-07-05,1002,3,2236,183,2053,2236,183,2053,1,11,2415,2017,2236,2053,205094.5300,68,170,"2026-09-04 12:34:54"
2026-07-05,1003,1,3172,158,3014,3172,158,3014,4,27,3284,2880,3172,3014,174116.3300,23,55,"2026-09-04 12:34:54"
2026-07-05,1003,2,10330,799,9531,10330,799,9531,1,13,11281,10295,10330,9531,253914.5600,60,58,"2026-09-04 12:34:54"
2026-07-05,1003,3,5840,566,5274,5840,566,5274,1,15,6402,5467,5840,5274,381270.4200,35,85,"2026-09-04 12:34:54"
2026-07-05,1004,1,20315,1684,18631,20315,1684,18631,0,5,21097,19201,20315,18631,2396044.4900,101,107,"2026-09-04 12:34:54"
2026-07-05,1004,2,5824,578,5246,5824,578,5246,1,5,5879,5673,5824,5246,774064.0100,32,175,"2026-09-04 12:34:54"
2026-07-05,1004,3,4150,500,3650,4150,500,3650,3,26,4455,4023,4150,3650,89750.8800,39,80,"2026-09-04 12:34:54"
2026-07-05,1005,1,5109,636,4473,5109,636,4473,5,15,5243,5022,5109,4473,44616.8300,34,95,"2026-09-04 12:34:54"
2026-07-05,1005,2,2290,118,2172,2290,118,2172,5,36,2390,2268,2290,2172,223213.4000,35,147,"2026-09-04 12:34:54"
2026-07-05,1005,3,9850,613,9237,9850,613,9237,4,18,10317,9157,9850,9237,867972.2500,48,148,"2026-09-04 12:34:54"
2026-07-05,1006,1,8231,546,7685,8231,546,7685,1,12,8367,7797,8231,7685,234086.9300,48,152,"2026-09-04 12:34:54"
2026-07-05,1006,2,3879,416,3463,3879,416,3463,0,44,4145,3720,3879,3463,121347.4900,20,10,"2026-09-04 12:34:54"
2026-07-05,1006,3,10048,1285,8763,10048,1285,8763,0,29,10969,9503,10048,8763,360309.6900,60,106,"2026-09-04 12:34:54"
2026-07-05,1007,1,6682,440,6242,6682,440,6242,1,46,6969,6331,6682,6242,380469.3300,52,119,"2026-09-04 12:34:54"
2026-07-05,1007,2,7325,439,6886,7325,439,6886,4,5,8012,6657,7325,6886,923542.8500,41,23,"2026-09-04 12:34:54"
2026-07-05,1007,3,4322,314,4008,4322,314,4008,5,42,4598,4079,4322,4008,200337.0600,49,42,"2026-09-04 12:34:54"
2026-07-05,1008,1,3353,165,3188,3353,165,3188,0,42,3588,3027,3353,3188,562028.9100,56,6,"2026-09-04 12:34:54"
2026-07-05,1008,2,9990,847,9143,9990,847,9143,4,28,10035,9788,9990,9143,1503067.3300,60,104,"2026-09-04 12:34:54"
2026-07-05,1008,3,4081,376,3705,4081,376,3705,4,33,4462,3945,4081,3705,202243.9600,28,140,"2026-09-04 12:34:54"
2026-07-05,1009,1,6391,822,5569,6391,822,5569,4,13,6973,6099,6391,5569,590141.4100,31,127,"2026-09-04 12:34:54"
2026-07-05,1009,2,3486,280,3206,3486,280,3206,2,8,3697,3411,3486,3206,148941.8800,25,7,"2026-09-04 12:34:54"
2026-07-05,1009,3,1725,186,1539,1725,186,1539,0,37,1851,1671,1725,1539,207605.1700,27,45,"2026-09-04 12:34:54"
2026-07-05,1010,1,2313,221,2092,2313,221,2092,0,47,2367,2186,2313,2092,123087.4200,30,23,"2026-09-04 12:34:54"
2026-07-05,1010,2,1585,161,1424,1585,161,1424,1,3,1646,1441,1585,1424,140059.4300,33,143,"2026-09-04 12:34:54"
2026-07-05,1010,3,1448,171,1277,1448,171,1277,1,23,1557,1336,1448,1277,34335.3100,55,26,"2026-09-04 12:34:54"
2026-07-05,1011,1,1740,93,1647,1740,93,1647,1,5,1770,1605,1740,1647,45426.8800,34,149,"2026-09-04 12:34:54"
2026-07-05,1011,2,3325,419,2906,3325,419,2906,3,22,3629,3197,3325,2906,370924.8600,43,179,"2026-09-04 12:34:54"
2026-07-05,1011,3,626,59,567,626,59,567,0,43,627,569,626,567,97675.9300,22,179,"2026-09-04 12:34:54"
2026-07-05,1012,1,12929,834,12095,12929,834,12095,4,46,13173,11658,12929,12095,448268.8300,80,178,"2026-09-04 12:34:54"
2026-07-05,1012,2,7810,594,7216,7810,594,7216,2,23,8086,7298,7810,7216,916863.2800,37,24,"2026-09-04 12:34:54"
2026-07-05,1012,3,3987,243,3744,3987,243,3744,4,50,4384,3730,3987,3744,341549.3900,31,44,"2026-09-04 12:34:54"
2026-07-05,1013,1,8016,925,7091,8016,925,7091,1,5,8284,7689,8016,7091,1355088.6000,43,67,"2026-09-04 12:34:54"
2026-07-05,1013,2,12898,876,12022,12898,876,12022,4,46,13253,12675,12898,12022,1807371.9600,81,169,"2026-09-04 12:34:54"
2026-07-05,1013,3,4441,396,4045,4441,396,4045,2,3,4867,4358,4441,4045,257498.8000,59,52,"2026-09-04 12:34:54"
2026-07-05,1014,1,19002,2444,16558,19002,2444,16558,5,38,20098,18224,19002,16558,1761166.3700,127,86,"2026-09-04 12:34:54"
2026-07-05,1014,2,2730,296,2434,2730,296,2434,4,48,2773,2484,2730,2434,61865.5800,73,130,"2026-09-04 12:34:54"
2026-07-05,1014,3,4512,320,4192,4512,320,4192,5,20,4955,4325,4512,4192,205600.8700,30,94,"2026-09-04 12:34:54"
2026-07-05,1015,1,8447,483,7964,8447,483,7964,0,45,9054,8313,8447,7964,888502.3100,70,129,"2026-09-04 12:34:54"
2026-07-05,1015,2,13946,1269,12677,13946,1269,12677,0,50,14636,13599,13946,12677,222122.0300,74,145,"2026-09-04 12:34:54"
2026-07-05,1015,3,1004,64,940,1004,64,940,5,37,1012,909,1004,940,156022.9100,22,69,"2026-09-04 12:34:54"
2026-07-05,1016,1,1107,92,1015,1107,92,1015,1,38,1189,1052,1107,1015,94736.2800,30,110,"2026-09-04 12:34:54"
2026-07-05,1016,2,12643,812,11831,12643,812,11831,4,28,13413,12088,12643,11831,410126.8300,84,168,"2026-09-04 12:34:54"
2026-07-05,1016,3,9337,731,8606,9337,731,8606,4,6,9971,8725,9337,8606,1355044.3200,52,127,"2026-09-04 12:34:54"
2026-07-05,1017,1,3100,222,2878,3100,222,2878,3,44,3385,2877,3100,2878,45601.3100,36,177,"2026-09-04 12:34:54"
2026-07-05,1017,2,14204,1709,12495,14204,1709,12495,3,48,14842,13227,14204,12495,1196681.5700,85,126,"2026-09-04 12:34:54"
2026-07-05,1017,3,4723,558,4165,4723,558,4165,5,15,4774,4486,4723,4165,492585.9900,58,9,"2026-09-04 12:34:54"
2026-07-05,1018,1,5493,665,4828,5493,665,4828,3,50,5496,5420,5493,4828,716433.0200,44,24,"2026-09-04 12:34:54"
2026-07-05,1018,2,4551,403,4148,4551,403,4148,1,45,4628,4389,4551,4148,505585.4000,34,84,"2026-09-04 12:34:54"
2026-07-05,1018,3,5161,657,4504,5161,657,4504,1,34,5321,4699,5161,4504,548466.6400,46,68,"2026-09-04 12:34:54"
2026-07-05,1019,1,6273,549,5724,6273,549,5724,4,34,6688,6161,6273,5724,830211.3000,33,173,"2026-09-04 12:34:54"
2026-07-05,1019,2,2332,177,2155,2332,177,2155,5,10,2355,2262,2332,2155,281494.3800,65,4,"2026-09-04 12:34:54"
2026-07-05,1019,3,3083,284,2799,3083,284,2799,5,12,3158,2779,3083,2799,232260.6800,32,19,"2026-09-04 12:34:54"
2026-07-05,1020,1,8259,643,7616,8259,643,7616,0,33,9023,7748,8259,7616,1036886.4100,45,151,"2026-09-04 12:34:54"
2026-07-05,1020,2,659,40,619,659,40,619,2,50,714,633,659,619,35184.2000,51,174,"2026-09-04 12:34:54"
2026-07-05,1020,3,8505,498,8007,8505,498,8007,0,45,8888,8262,8505,8007,1197501.1200,46,67,"2026-09-04 12:34:54"
2026-07-05,1021,1,4765,241,4524,4765,241,4524,0,7,5115,4312,4765,4524,171581.6400,29,176,"2026-09-04 12:34:54"
2026-07-05,1021,2,6310,300,6010,6310,300,6010,1,16,6898,5719,6310,6010,400083.2200,32,6,"2026-09-04 12:34:54"
2026-07-05,1021,3,9142,892,8250,9142,892,8250,5,11,9387,8875,9142,8250,1090448.9900,50,177,"2026-09-04 12:34:54"
2026-07-05,1022,1,6188,498,5690,6188,498,5690,3,29,6614,6014,6188,5690,35257.6800,32,69,"2026-09-04 12:34:54"
2026-07-05,1022,2,7112,899,6213,7112,899,6213,4,42,7372,6828,7112,6213,131562.9900,53,59,"2026-09-04 12:34:54"
2026-07-05,1022,3,4871,600,4271,4871,600,4271,3,30,4942,4470,4871,4271,739702.7100,32,27,"2026-09-04 12:34:54"
2026-07-05,1023,1,5245,350,4895,5245,350,4895,2,32,5499,4838,5245,4895,775696.9400,26,168,"2026-09-04 12:34:54"
2026-07-05,1023,2,1086,82,1004,1086,82,1004,2,12,1190,1016,1086,1004,94065.7200,24,122,"2026-09-04 12:34:54"
2026-07-05,1023,3,1025,72,953,1025,72,953,1,26,1053,977,1025,953,169881.6800,59,97,"2026-09-04 12:34:54"
2026-07-05,1024,1,6148,454,5694,6148,454,5694,2,10,6365,5926,6148,5694,634377.7700,32,104,"2026-09-04 12:34:54"
2026-07-05,1024,2,3780,275,3505,3780,275,3505,5,15,4089,3662,3780,3505,303556.6800,79,105,"2026-09-04 12:34:54"
2026-07-05,1024,3,4786,319,4467,4786,319,4467,5,17,4872,4702,4786,4467,287486.8400,127,21,"2026-09-04 12:34:54"
2026-07-05,1025,1,4527,508,4019,4527,508,4019,2,16,4747,4357,4527,4019,452743.1700,39,34,"2026-09-04 12:34:54"
2026-07-05,1025,2,1465,190,1275,1465,190,1275,4,12,1530,1343,1465,1275,24846.0400,38,51,"2026-09-04 12:34:54"
2026-07-05,1025,3,1006,126,880,1006,126,880,3,14,1040,984,1006,880,55259.3100,32,131,"2026-09-04 12:34:54"
2026-07-05,1026,1,313,25,288,313,25,288,3,20,319,282,313,288,54574.4900,28,125,"2026-09-04 12:34:54"
2026-07-05,1026,2,2341,179,2162,2341,179,2162,2,39,2571,2117,2341,2162,158658.2800,30,76,"2026-09-04 12:34:54"
2026-07-05,1026,3,1255,92,1163,1255,92,1163,3,10,1323,1251,1255,1163,78987.5900,44,95,"2026-09-04 12:34:54"
2026-07-05,1027,1,14074,990,13084,14074,990,13084,1,39,15032,13943,14074,13084,373435.4300,66,38,"2026-09-04 12:34:54"
2026-07-05,1027,2,6751,809,5942,6751,809,5942,5,31,7269,6290,6751,5942,704079.3900,49,132,"2026-09-04 12:34:54"
2026-07-05,1027,3,1190,125,1065,1190,125,1065,0,47,1278,1144,1190,1065,160027.2000,25,10,"2026-09-04 12:34:54"
2026-07-05,1028,1,10193,658,9535,10193,658,9535,5,23,10785,9812,10193,9535,1053301.4200,58,16,"2026-09-04 12:34:54"
2026-07-05,1028,2,3802,365,3437,3802,365,3437,3,12,3879,3551,3802,3437,296761.3000,29,20,"2026-09-04 12:34:54"
2026-07-05,1028,3,6540,675,5865,6540,675,5865,5,42,6609,6443,6540,5865,758746.3700,31,118,"2026-09-04 12:34:54"
2026-07-05,1029,1,1892,182,1710,1892,182,1710,1,29,1933,1780,1892,1710,108620.6000,68,49,"2026-09-04 12:34:54"
2026-07-05,1029,2,1061,80,981,1061,80,981,1,39,1157,958,1061,981,172766.5700,42,56,"2026-09-04 12:34:54"
2026-07-05,1029,3,1008,129,879,1008,129,879,5,15,1099,908,1008,879,142867.1800,23,29,"2026-09-04 12:34:54"
2026-07-05,1030,1,5285,352,4933,5285,352,4933,4,47,5543,4837,5285,4933,627331.7400,29,178,"2026-09-04 12:34:54"
2026-07-05,1030,2,7539,751,6788,7539,751,6788,1,26,7595,7078,7539,6788,477281.2000,35,58,"2026-09-04 12:34:54"
2026-07-05,1030,3,1728,216,1512,1728,216,1512,4,29,1858,1620,1728,1512,261668.2700,32,6,"2026-09-04 12:34:54"
2026-07-05,1031,1,3669,306,3363,3669,306,3363,0,48,3962,3609,3669,3363,255004.9000,37,111,"2026-09-04 12:34:54"
2026-07-05,1031,2,3128,188,2940,3128,188,2940,5,34,3203,2992,3128,2940,192074.8100,37,48,"2026-09-04 12:34:54"
2026-07-05,1031,3,2620,328,2292,2620,328,2292,2,20,2876,2496,2620,2292,109058.8000,23,94,"2026-09-04 12:34:54"
2026-07-05,1032,1,6787,480,6307,6787,480,6307,4,42,6912,6456,6787,6307,601835.4500,38,84,"2026-09-04 12:34:54"
2026-07-05,1032,2,4591,583,4008,4591,583,4008,5,36,4728,4226,4591,4008,275844.2300,29,72,"2026-09-04 12:34:54"
2026-07-05,1032,3,4865,524,4341,4865,524,4341,5,43,5190,4456,4865,4341,134935.3200,43,69,"2026-09-04 12:34:54"
2026-07-05,1033,1,4293,323,3970,4293,323,3970,1,47,4527,3958,4293,3970,323275.2900,35,112,"2026-09-04 12:34:54"
2026-07-05,1033,2,11757,887,10870,11757,887,10870,4,47,12757,11735,11757,10870,252575.1600,85,84,"2026-09-04 12:34:54"
2026-07-05,1033,3,3582,314,3268,3582,314,3268,3,5,3708,3327,3582,3268,568270.2000,36,57,"2026-09-04 12:34:54"
2026-07-05,1034,1,3714,339,3375,3714,339,3375,0,12,3919,3609,3714,3375,641821.7900,34,135,"2026-09-04 12:34:54"
2026-07-05,1034,2,997,119,878,997,119,878,4,1,1001,985,997,878,143841.6000,30,101,"2026-09-04 12:34:54"
2026-07-05,1034,3,3064,215,2849,3064,215,2849,0,30,3222,2916,3064,2849,140312.5900,30,13,"2026-09-04 12:34:54"
2026-07-05,1035,1,775,53,722,775,53,722,0,41,781,712,775,722,129698.0800,30,54,"2026-09-04 12:34:54"
2026-07-05,1035,2,9242,458,8784,9242,458,8784,3,4,9870,8912,9242,8784,515643.3300,50,93,"2026-09-04 12:34:54"
2026-07-05,1035,3,19043,939,18104,19043,939,18104,3,47,20346,18714,19043,18104,1055196.5000,102,114,"2026-09-04 12:34:54"
2026-07-05,1036,1,7321,411,6910,7321,411,6910,5,8,7445,6916,7321,6910,438003.9500,35,13,"2026-09-04 12:34:54"
2026-07-05,1036,2,1548,104,1444,1548,104,1444,5,35,1562,1416,1548,1444,190008.7100,28,111,"2026-09-04 12:34:54"
2026-07-05,1036,3,5111,616,4495,5111,616,4495,2,32,5605,4619,5111,4495,892291.1100,47,49,"2026-09-04 12:34:54"
2026-07-05,1037,1,748,87,661,748,87,661,0,36,819,745,748,661,14224.3300,22,73,"2026-09-04 12:34:54"
2026-07-05,1037,2,3282,397,2885,3282,397,2885,0,31,3413,2984,3282,2885,124060.3600,93,116,"2026-09-04 12:34:54"
2026-07-05,1037,3,5516,618,4898,5516,618,4898,3,2,5796,5303,5516,4898,346820.7500,41,85,"2026-09-04 12:34:54"
2026-07-05,1038,1,3560,217,3343,3560,217,3343,4,27,3615,3319,3560,3343,582296.4000,56,50,"2026-09-04 12:34:54"
2026-07-05,1038,2,492,30,462,492,30,462,2,46,500,479,492,462,88203.9500,24,31,"2026-09-04 12:34:54"
2026-07-05,1038,3,2343,267,2076,2343,267,2076,2,32,2489,2194,2343,2076,144732.5200,39,35,"2026-09-04 12:34:54"
2026-07-05,1039,1,2996,238,2758,2996,238,2758,0,36,2996,2726,2996,2758,161308.7200,22,154,"2026-09-04 12:34:54"
2026-07-05,1039,2,4650,576,4074,4650,576,4074,1,27,5061,4459,4650,4074,165631.0900,49,124,"2026-09-04 12:34:54"
2026-07-05,1039,3,1224,126,1098,1224,126,1098,3,15,1341,1158,1224,1098,85694.1700,47,153,"2026-09-04 12:34:54"
2026-07-05,1040,1,3396,240,3156,3396,240,3156,5,42,3674,3141,3396,3156,32028.9700,39,4,"2026-09-04 12:34:54"
2026-07-05,1040,2,764,72,692,764,72,692,3,31,793,745,764,692,120669.1400,43,105,"2026-09-04 12:34:54"
2026-07-05,1040,3,5770,613,5157,5770,613,5157,3,22,6164,5763,5770,5157,186734.0500,56,68,"2026-09-04 12:34:54"
2026-07-05,1041,1,5404,427,4977,5404,427,4977,1,48,5820,5014,5404,4977,338234.8700,26,140,"2026-09-04 12:34:54"
2026-07-05,1041,2,4129,282,3847,4129,282,3847,3,2,4256,3758,4129,3847,44261.8600,23,114,"2026-09-04 12:34:54"
2026-07-05,1041,3,21083,2606,18477,21083,2606,18477,2,38,22074,19757,21083,18477,523224.7600,109,79,"2026-09-04 12:34:54"
2026-07-05,1042,1,1144,103,1041,1144,103,1041,2,24,1222,1072,1144,1041,173658.3600,22,47,"2026-09-04 12:34:54"
2026-07-05,1042,2,3465,265,3200,3465,265,3200,3,21,3758,3419,3465,3200,527782.0200,22,66,"2026-09-04 12:34:54"
2026-07-05,1042,3,5415,688,4727,5415,688,4727,5,50,5911,5034,5415,4727,930990.1400,27,18,"2026-09-04 12:34:54"
2026-07-05,1043,1,5923,646,5277,5923,646,5277,0,49,6469,5892,5923,5277,528814.1300,31,72,"2026-09-04 12:34:54"
2026-07-05,1043,2,14872,1789,13083,14872,1789,13083,3,22,15621,14138,14872,13083,1164389.1900,102,40,"2026-09-04 12:34:54"
2026-07-05,1043,3,917,64,853,917,64,853,2,48,991,871,917,853,101361.3500,40,23,"2026-09-04 12:34:54"
2026-07-05,1044,1,11469,1402,10067,11469,1402,10067,4,49,11547,10889,11469,10067,644658.0500,57,118,"2026-09-04 12:34:54"
2026-07-05,1044,2,9601,1250,8351,9601,1250,8351,3,36,10557,9206,9601,8351,1054143.9800,74,15,"2026-09-04 12:34:54"
2026-07-05,1044,3,2734,243,2491,2734,243,2491,5,17,2983,2556,2734,2491,288313.9900,31,105,"2026-09-04 12:34:54"
2026-07-05,1045,1,3049,328,2721,3049,328,2721,2,21,3280,2958,3049,2721,73345.5500,75,73,"2026-09-04 12:34:54"
2026-07-05,1045,2,11382,1150,10232,11382,1150,10232,3,45,12116,11227,11382,10232,882825.8700,82,68,"2026-09-04 12:34:54"
2026-07-05,1045,3,7735,712,7023,7735,712,7023,0,43,8355,6967,7735,7023,92140.9700,62,162,"2026-09-04 12:34:54"
2026-07-05,1046,1,2963,235,2728,2963,235,2728,5,25,3032,2683,2963,2728,114036.6700,38,180,"2026-09-04 12:34:54"
2026-07-05,1046,2,4083,347,3736,4083,347,3736,0,29,4402,3782,4083,3736,676835.8000,35,165,"2026-09-04 12:34:54"
2026-07-05,1046,3,635,75,560,635,75,560,3,50,676,587,635,560,86821.3700,35,98,"2026-09-04 12:34:54"
2026-07-05,1047,1,13707,851,12856,13707,851,12856,2,13,13932,13249,13707,12856,1101304.5100,77,42,"2026-09-04 12:34:54"
2026-07-05,1047,2,2740,357,2383,2740,357,2383,5,14,2806,2713,2740,2383,372030.8800,19,77,"2026-09-04 12:34:54"
2026-07-05,1047,3,3130,401,2729,3130,401,2729,2,7,3247,2946,3130,2729,482623.9400,54,15,"2026-09-04 12:34:54"
2026-07-05,1048,1,7028,466,6562,7028,466,6562,5,46,7382,6938,7028,6562,652763.6800,48,54,"2026-09-04 12:34:54"
2026-07-05,1048,2,803,100,703,803,100,703,1,43,869,773,803,703,120019.4300,27,2,"2026-09-04 12:34:54"
2026-07-05,1048,3,16422,1712,14710,16422,1712,14710,4,2,17781,15653,16422,14710,1241677.0600,84,95,"2026-09-04 12:34:54"
2026-07-05,1049,1,2727,256,2471,2727,256,2471,3,8,2846,2565,2727,2471,192837.3400,57,18,"2026-09-04 12:34:54"
2026-07-05,1049,2,4125,199,3926,4125,199,3926,3,30,4278,4056,4125,3926,692822.3800,58,180,"2026-09-04 12:34:54"
2026-07-05,1049,3,4449,430,4019,4449,430,4019,2,23,4621,4201,4449,4019,317254.0400,46,71,"2026-09-04 12:34:54"
2026-07-05,1050,1,8082,924,7158,8082,924,7158,3,24,8488,7715,8082,7158,174031.8400,36,178,"2026-09-04 12:34:54"
2026-07-05,1050,2,6504,716,5788,6504,716,5788,4,26,7067,5856,6504,5788,86108.5400,37,70,"2026-09-04 12:34:54"
2026-07-05,1050,3,2472,277,2195,2472,277,2195,4,7,2498,2348,2472,2195,253279.0000,19,99,"2026-09-04 12:34:54"
2026-07-06,1001,1,8769,880,7889,8769,880,7889,1,18,9196,8150,8769,7889,1118265.6300,46,25,"2026-09-04 12:34:54"
2026-07-06,1001,2,9451,1100,8351,9451,1100,8351,5,44,9745,8539,9451,8351,1126883.0600,70,99,"2026-09-04 12:34:54"
2026-07-06,1001,3,7711,422,7289,7711,422,7289,4,1,7973,7527,7711,7289,859844.1600,40,69,"2026-09-04 12:34:54"
2026-07-06,1002,1,11436,1445,9991,11436,1445,9991,0,13,11921,10625,11436,9991,886428.5000,80,93,"2026-09-04 12:34:54"
2026-07-06,1002,2,6135,386,5749,6135,386,5749,5,4,6443,5632,6135,5749,549410.8200,42,162,"2026-09-04 12:34:54"
2026-07-06,1002,3,2260,224,2036,2260,224,2036,0,20,2481,2149,2260,2036,405532.7900,67,147,"2026-09-04 12:34:54"
2026-07-06,1003,1,3223,230,2993,3223,230,2993,1,11,3233,3167,3223,2993,541452.1100,23,56,"2026-09-04 12:34:54"
2026-07-06,1003,2,10092,845,9247,10092,845,9247,5,18,10948,9165,10092,9247,227393.6300,58,3,"2026-09-04 12:34:54"
2026-07-06,1003,3,5836,643,5193,5836,643,5193,0,4,5836,5790,5836,5193,1020368.4700,34,180,"2026-09-04 12:34:54"
2026-07-06,1004,1,20150,1254,18896,20150,1254,18896,4,8,22054,19794,20150,18896,1081351.5500,103,118,"2026-09-04 12:34:54"
2026-07-06,1004,2,5586,422,5164,5586,422,5164,1,16,5588,5221,5586,5164,707134.4800,32,67,"2026-09-04 12:34:54"
2026-07-06,1004,3,4126,286,3840,4126,286,3840,5,3,4315,3807,4126,3840,466028.7600,41,122,"2026-09-04 12:34:54"
2026-07-06,1005,1,4382,496,3886,4382,496,3886,1,39,4702,4372,4382,3886,489832.9900,29,115,"2026-09-04 12:34:54"
2026-07-06,1005,2,2790,341,2449,2790,341,2449,1,13,2799,2571,2790,2449,244292.6300,40,11,"2026-09-04 12:34:54"
2026-07-06,1005,3,9313,1063,8250,9313,1063,8250,3,10,10009,8592,9313,8250,1039629.8900,43,29,"2026-09-04 12:34:54"
2026-07-06,1006,1,9109,906,8203,9109,906,8203,3,27,9565,8935,9109,8203,1536977.1900,51,95,"2026-09-04 12:34:54"
2026-07-06,1006,2,3767,331,3436,3767,331,3436,1,12,3784,3467,3767,3436,266223.0300,20,142,"2026-09-04 12:34:54"
2026-07-06,1006,3,10549,1143,9406,10549,1143,9406,5,36,11294,10478,10549,9406,1493435.8400,64,177,"2026-09-04 12:34:54"
2026-07-06,1007,1,7221,662,6559,7221,662,6559,2,15,7337,6836,7221,6559,360969.7300,54,137,"2026-09-04 12:34:54"
2026-07-06,1007,2,8357,1025,7332,8357,1025,7332,3,28,8913,7620,8357,7332,359648.9800,43,12,"2026-09-04 12:34:54"
2026-07-06,1007,3,3883,260,3623,3883,260,3623,1,8,3980,3827,3883,3623,159377.7900,44,143,"2026-09-04 12:34:54"
2026-07-06,1008,1,3355,258,3097,3355,258,3097,5,19,3459,3211,3355,3097,118127.7600,55,96,"2026-09-04 12:34:54"
2026-07-06,1008,2,10246,1235,9011,10246,1235,9011,1,44,10806,9787,10246,9011,709518.5800,59,105,"2026-09-04 12:34:54"
2026-07-06,1008,3,4081,399,3682,4081,399,3682,4,17,4302,3946,4081,3682,729787.2000,28,43,"2026-09-04 12:34:54"
2026-07-06,1009,1,6117,588,5529,6117,588,5529,4,4,6225,6106,6117,5529,217593.4100,30,22,"2026-09-04 12:34:54"
2026-07-06,1009,2,3352,192,3160,3352,192,3160,5,3,3608,3175,3352,3160,436143.0300,25,30,"2026-09-04 12:34:54"
2026-07-06,1009,3,1676,151,1525,1676,151,1525,0,2,1833,1625,1676,1525,240076.4800,26,33,"2026-09-04 12:34:54"
2026-07-06,1010,1,2289,218,2071,2289,218,2071,0,2,2295,2207,2289,2071,245551.4800,30,46,"2026-09-04 12:34:54"
2026-07-06,1010,2,1506,93,1413,1506,93,1413,2,7,1554,1378,1506,1413,225874.5800,33,130,"2026-09-04 12:34:54"
2026-07-06,1010,3,1298,95,1203,1298,95,1203,1,3,1362,1252,1298,1203,19619.2100,52,85,"2026-09-04 12:34:54"
2026-07-06,1011,1,1777,155,1622,1777,155,1622,1,16,1951,1743,1777,1622,229600.6000,33,30,"2026-09-04 12:34:54"
2026-07-06,1011,2,3333,379,2954,3333,379,2954,4,47,3472,3105,3333,2954,550427.4900,44,7,"2026-09-04 12:34:54"
2026-07-06,1011,3,606,48,558,606,48,558,4,24,656,581,606,558,31106.4200,22,141,"2026-09-04 12:34:54"
2026-07-06,1012,1,14159,711,13448,14159,711,13448,2,27,15046,13226,14159,13448,2391118.0000,89,43,"2026-09-04 12:34:54"
2026-07-06,1012,2,6783,793,5990,6783,793,5990,3,43,7410,6739,6783,5990,137043.0200,31,41,"2026-09-04 12:34:54"
2026-07-06,1012,3,3916,228,3688,3916,228,3688,0,46,4137,3859,3916,3688,161754.1700,31,114,"2026-09-04 12:34:54"
2026-07-06,1013,1,7400,362,7038,7400,362,7038,3,0,7456,7360,7400,7038,610354.1600,43,29,"2026-09-04 12:34:54"
2026-07-06,1013,2,13292,977,12315,13292,977,12315,2,2,13895,11989,13292,12315,547001.9700,83,133,"2026-09-04 12:34:54"
2026-07-06,1013,3,4582,372,4210,4582,372,4210,0,11,4737,4254,4582,4210,643236.1700,61,169,"2026-09-04 12:34:54"
2026-07-06,1014,1,18706,1637,17069,18706,1637,17069,5,0,18835,17904,18706,17069,2470244.6200,131,169,"2026-09-04 12:34:54"
2026-07-06,1014,2,2674,263,2411,2674,263,2411,2,24,2716,2669,2674,2411,464160.7900,73,112,"2026-09-04 12:34:54"
2026-07-06,1014,3,4755,603,4152,4755,603,4152,3,4,4948,4599,4755,4152,782007.0500,30,93,"2026-09-04 12:34:54"
2026-07-06,1015,1,9066,869,8197,9066,869,8197,2,50,9523,8239,9066,8197,919882.7300,72,31,"2026-09-04 12:34:54"
2026-07-06,1015,2,13905,1088,12817,13905,1088,12817,1,50,15252,13264,13905,12817,662475.0400,75,153,"2026-09-04 12:34:54"
2026-07-06,1015,3,1027,100,927,1027,100,927,3,12,1070,961,1027,927,94244.0700,22,19,"2026-09-04 12:34:54"
2026-07-06,1016,1,1110,106,1004,1110,106,1004,0,36,1128,1062,1110,1004,70023.5600,30,21,"2026-09-04 12:34:54"
2026-07-06,1016,2,12408,782,11626,12408,782,11626,2,21,13547,11719,12408,11626,748779.0400,83,28,"2026-09-04 12:34:54"
2026-07-06,1016,3,9689,934,8755,9689,934,8755,2,28,9932,8783,9689,8755,1614557.9900,53,86,"2026-09-04 12:34:54"
2026-07-06,1017,1,3122,288,2834,3122,288,2834,3,21,3307,3117,3122,2834,410319.3000,36,135,"2026-09-04 12:34:54"
2026-07-06,1017,2,12497,635,11862,12497,635,11862,3,16,13741,11418,12497,11862,1015957.4400,80,131,"2026-09-04 12:34:54"
2026-07-06,1017,3,4216,288,3928,4216,288,3928,1,43,4345,4001,4216,3928,64880.4900,55,170,"2026-09-04 12:34:54"
2026-07-06,1018,1,5388,519,4869,5388,519,4869,0,35,5739,4967,5388,4869,245705.1300,45,50,"2026-09-04 12:34:54"
2026-07-06,1018,2,4620,534,4086,4620,534,4086,2,20,4729,4547,4620,4086,202997.9700,33,8,"2026-09-04 12:34:54"
2026-07-06,1018,3,5203,446,4757,5203,446,4757,3,39,5218,4869,5203,4757,561174.4400,49,64,"2026-09-04 12:34:54"
